49719_r_browning.jpg,Robert Browning 1812 to 1889 he was an English poet and playwright whose mastery of the dramatic monologue made him one of the foremost Victorian poets vintage line drawing or engraving illustration,Robert Browning vintage illustration,Robert; Browning; 1812; 1889; English; poet; playwright; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49720_w_bryant.eps,William Cullen Bryant 1794 to 1878 he was first American poet journalist and editor of the New York evening post author of Thanatopsis vintage line drawing or engraving illustration,William Cullen Bryant vintage illustration,William; Cullen; Bryant; 1794; 1878; American; poet; journalist; editor; New; York; evening; post; author; Thanatopsis; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49720_w_bryant.jpg,William Cullen Bryant 1794 to 1878 he was first American poet journalist and editor of the New York evening post author of Thanatopsis vintage line drawing or engraving illustration,William Cullen Bryant vintage illustration,William; Cullen; Bryant; 1794; 1878; American; poet; journalist; editor; New; York; evening; post; author; Thanatopsis; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49721_j_buchanan.eps,James Buchanan 1791 to 1868 he was the fifteenth president of the United States from 1857 to 1861 & U.S. senator from Pennsylvania famous for being the last president before the start of the civil war vintage line drawing or engraving illustration,James Buchanan vintage illustration,James; Buchanan; 1791; 1868; fifteenth; president; United; States; 1857; 1861; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49721_j_buchanan.jpg,James Buchanan 1791 to 1868 he was the fifteenth president of the United States from 1857 to 1861 & U.S. senator from Pennsylvania famous for being the last president before the start of the civil war vintage line drawing or engraving illustration,James Buchanan vintage illustration,James; Buchanan; 1791; 1868; fifteenth; president; United; States; 1857; 1861; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49724_bumblebee.eps,Bumblebee is a member of the genus Bombus vintage line drawing or engraving illustration.,Bumblebee vintage illustration.,Bumblebee; member; genus; Bombus; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49724_bumblebee.jpg,Bumblebee is a member of the genus Bombus vintage line drawing or engraving illustration.,Bumblebee vintage illustration.,Bumblebee; member; genus; Bombus; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49725_j_bunyan.eps,John Bunyan 1628 to 1688 he was an English writer and puritan preacher famous as the author of the Christian allegory The Pilgrims Progress vintage line drawing or engraving illustration,John Bunyan vintage illustration,John; Bunyan; 1628; 1688; English; writer; puritan; preacher; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49725_j_bunyan.jpg,John Bunyan 1628 to 1688 he was an English writer and puritan preacher famous as the author of the Christian allegory The Pilgrims Progress vintage line drawing or engraving illustration,John Bunyan vintage illustration,John; Bunyan; 1628; 1688; English; writer; puritan; preacher; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49726_j_burroughs.eps,John Burroughs 1837 to 1921 he was an American naturalist and essayist active in the U.S. conservation movement vintage line drawing or engraving illustration,John Burroughs vintage illustration,John; Burroughs; 1837; 1921; American; naturalist; essayist; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49726_j_burroughs.jpg,John Burroughs 1837 to 1921 he was an American naturalist and essayist active in the U.S. conservation movement vintage line drawing or engraving illustration,John Burroughs vintage illustration,John; Burroughs; 1837; 1921; American; naturalist; essayist; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49727_b_butler.eps,Benjamin F. Butler 1818 to 1893 he was an American lawyer politician soldier businessman and governor of Massachusetts and member of the U.S. house of representatives vintage line drawing or engraving illustration,Benjamin F. Butler vintage illustration,Benjamin; F Butler; 1818; 1893; American; lawyer; politician; soldier; businessman; governor; Massachusetts; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49727_b_butler.jpg,Benjamin F. Butler 1818 to 1893 he was an American lawyer politician soldier businessman and governor of Massachusetts and member of the U.S. house of representatives vintage line drawing or engraving illustration,Benjamin F. Butler vintage illustration,Benjamin; F Butler; 1818; 1893; American; lawyer; politician; soldier; businessman; governor; Massachusetts; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49733_drom_camel.eps,Dromedary Camel is the smallest of the three species of camel vintage line drawing or engraving illustration.,Dromedary Camel vintage illustration.,Dromedary; Camel; smallest; three; species; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49733_drom_camel.jpg,Dromedary Camel is the smallest of the three species of camel vintage line drawing or engraving illustration.,Dromedary Camel vintage illustration.,Dromedary; Camel; smallest; three; species; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49737_camphor.eps,In this frame is the camphor tree leaves its branches and flowers are beginning to grow vintage line drawing or engraving illustration.,Camphor Tree Branch vintage illustration. ,Asterid; Dicot; Genus; Sambucus; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49737_camphor.jpg,In this frame is the camphor tree leaves its branches and flowers are beginning to grow vintage line drawing or engraving illustration.,Camphor Tree Branch vintage illustration. ,Asterid; Dicot; Genus; Sambucus; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49738_campfire.eps,This strategy is used to store wood for preparing food diet etc. vintage line drawing or engraving illustration.,Campfire vintage illustration. ,strategy; store; wood; preparing; food; diet; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49738_campfire.jpg,This strategy is used to store wood for preparing food diet etc. vintage line drawing or engraving illustration.,Campfire vintage illustration. ,strategy; store; wood; preparing; food; diet; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49741_a_tent.eps,This image look like a small fitting tent & made by bamboo & cloth. It looks like triangle vintage line drawing or engraving illustration.,A Tent vintage illustration. ,tent; home; bamboo; cloth; triangle; fix; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49741_a_tent.jpg,This image look like a small fitting tent & made by bamboo & cloth. It looks like triangle vintage line drawing or engraving illustration.,A Tent vintage illustration. ,tent; home; bamboo; cloth; triangle; fix; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49742_wall_tent.eps,Its a stylish tent which are normally build by cloth & used in a big restaurant as cottage vintage line drawing or engraving illustration.,Wall Tent vintage illustration. ,tent; cottage; home; restaurant; build; stylish; big; cloth; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49742_wall_tent.jpg,Its a stylish tent which are normally build by cloth & used in a big restaurant as cottage vintage line drawing or engraving illustration.,Wall Tent vintage illustration. ,tent; cottage; home; restaurant; build; stylish; big; cloth; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49743_a_tent.eps,This image look like a small fitting tent & made by bamboo & cloth. It looks like triangle vintage line drawing or engraving illustration.,A Tent vintage illustration. ,tent; home; bamboo; cloth; triangle; fix; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49743_a_tent.jpg,This image look like a small fitting tent & made by bamboo & cloth. It looks like triangle vintage line drawing or engraving illustration.,A Tent vintage illustration. ,tent; home; bamboo; cloth; triangle; fix; vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49762_penn_will.eps,William Penn 1644 to 1718 he was an English real estate entrepreneur philosopher and founder of the province of Pennsylvania vintage line drawing or engraving illustration,William Penn vintage illustration,William; Penn; 1644; 1718; English; real; estate; entrepreneur; philosopher; founder; province; Pennsylvania; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49762_penn_will.jpg,William Penn 1644 to 1718 he was an English real estate entrepreneur philosopher and founder of the province of Pennsylvania vintage line drawing or engraving illustration,William Penn vintage illustration,William; Penn; 1644; 1718; English; real; estate; entrepreneur; philosopher; founder; province; Pennsylvania; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49763_ben_franklin.eps,Benjamin Franklin 1706 to 1790 he was polymath author printer politician inventor of the franklin stove lighting rod and bifocal glasses and one of the founding fathers of the United States vintage line drawing or engraving illustration,Benjamin Franklin vintage illustration,Benjamin; Franklin; 1706; 1790; polymath; author; printer; politician; inventor; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49763_ben_franklin.jpg,Benjamin Franklin 1706 to 1790 he was polymath author printer politician inventor of the franklin stove lighting rod and bifocal glasses and one of the founding fathers of the United States vintage line drawing or engraving illustration,Benjamin Franklin vintage illustration,Benjamin; Franklin; 1706; 1790; polymath; author; printer; politician; inventor; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49764_alex_ham.eps,Alexander Hamilton 175557 to 1804 he was an American statesman first United States secretary of the Treasury and one of the founding fathers of the United States vintage line drawing or engraving illustration,Alexander Hamilton vintage illustration,Alexander; Hamilton; 1755; 1804; American; statesman; first; United; States; secretary; Treasury; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49764_alex_ham.jpg,Alexander Hamilton 175557 to 1804 he was an American statesman first United States secretary of the Treasury and one of the founding fathers of the United States vintage line drawing or engraving illustration,Alexander Hamilton vintage illustration,Alexander; Hamilton; 1755; 1804; American; statesman; first; United; States; secretary; Treasury; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49765_drew_jackson.eps,Andrew Jackson 1767 to 1845 he was an American soldier statesman seventh president of the United States from 1829 to 1837 United States senator from Tennessee and military governor of Florida vintage line drawing or engraving illustration,Andrew Jackson vintage illustration,Andrew; Jackson; 1767; 1845; American; soldier; statesman; president; 1829; 1837; senator; Tennessee; military; governor; Florida; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49765_drew_jackson.jpg,Andrew Jackson 1767 to 1845 he was an American soldier statesman seventh president of the United States from 1829 to 1837 United States senator from Tennessee and military governor of Florida vintage line drawing or engraving illustration,Andrew Jackson vintage illustration,Andrew; Jackson; 1767; 1845; American; soldier; statesman; president; 1829; 1837; senator; Tennessee; military; governor; Florida; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49766_clay_henry.eps,Henry Clay 1777 to 1852 he was an American lawyer statesman skilled orator United States senator from Kentucky and speaker of U.S. house of representatives vintage line drawing or engraving illustration,Henry Clay vintage illustration,Henry; Clay; 1777; 1852; American; lawyer; statesman; senator; Kentucky; speaker; US house; representatives; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49766_clay_henry.jpg,Henry Clay 1777 to 1852 he was an American lawyer statesman skilled orator United States senator from Kentucky and speaker of U.S. house of representatives vintage line drawing or engraving illustration,Henry Clay vintage illustration,Henry; Clay; 1777; 1852; American; lawyer; statesman; senator; Kentucky; speaker; US house; representatives; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49767_web_daniel.eps,Daniel Webster 1782 to 1852 he was an American politician the United States house of representative and senator from Massachusetts vintage line drawing or engraving illustration,Daniel Webster vintage illustration,Daniel; Webster; 1782; 1852; American; politician; United; States; house; representative; senator; Massachusetts; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49767_web_daniel.jpg,Daniel Webster 1782 to 1852 he was an American politician the United States house of representative and senator from Massachusetts vintage line drawing or engraving illustration,Daniel Webster vintage illustration,Daniel; Webster; 1782; 1852; American; politician; United; States; house; representative; senator; Massachusetts; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49768_cha_dickens.eps,Charles Dickens 1812 to 1870 he was an English writer and social critic one of the most popular English novelists of the Victorian era as well as a vigorous social campaigner vintage line drawing or engraving illustration,Charles Dickens vintage illustration,Charles; Dickens; 1812; 1870; English; writer; social; critic; most; popular; novelist; Victorian; era; vigorous; social; campaigner; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49768_cha_dickens.jpg,Charles Dickens 1812 to 1870 he was an English writer and social critic one of the most popular English novelists of the Victorian era as well as a vigorous social campaigner vintage line drawing or engraving illustration,Charles Dickens vintage illustration,Charles; Dickens; 1812; 1870; English; writer; social; critic; most; popular; novelist; Victorian; era; vigorous; social; campaigner; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49769_emer_ralph.eps,Ralph Waldo Emerson 1803 to 1882 he was an American essayist lecturer and poet who led the transcendentalist movement of the mid to 19th century vintage line drawing or engraving illustration,Ralph Waldo Emerson vintage illustration,Ralph; Waldo; Emerson; 1803; 1882; American; essayist; lecturer; poet; transcendentalist; movement; mid; 19th; century; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49769_emer_ralph.jpg,Ralph Waldo Emerson 1803 to 1882 he was an American essayist lecturer and poet who led the transcendentalist movement of the mid to 19th century vintage line drawing or engraving illustration,Ralph Waldo Emerson vintage illustration,Ralph; Waldo; Emerson; 1803; 1882; American; essayist; lecturer; poet; transcendentalist; movement; mid; 19th; century; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49783_j_cannon.eps,Joseph Gurney Cannon 1836 to 1926 he was an American politician from Illinois lawyer legislator leader of the republican party and speaker of the U.S. house of representatives vintage line drawing or engraving illustration,Joseph Gurney Cannon vintage illustration,Joseph; Gurney; Cannon; 1836; 1926; American; politician; Illinois; lawyer; legislator; leader; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49783_j_cannon.jpg,Joseph Gurney Cannon 1836 to 1926 he was an American politician from Illinois lawyer legislator leader of the republican party and speaker of the U.S. house of representatives vintage line drawing or engraving illustration,Joseph Gurney Cannon vintage illustration,Joseph; Gurney; Cannon; 1836; 1926; American; politician; Illinois; lawyer; legislator; leader; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49789_t_carlyle.eps,Thomas Carlyle 1795 to 1881 he was a Scottish philosopher satirical writer essayist historian and teacher famous for the Carlyle circle and method used in quadratic equations in mathematics vintage line drawing or engraving illustration,Thomas Carlyle vintage illustration,Thomas; Carlyle; 1795; 1881; Scottish; philosopher; satirical; writer; essayist; historian; teacher; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49789_t_carlyle.jpg,Thomas Carlyle 1795 to 1881 he was a Scottish philosopher satirical writer essayist historian and teacher famous for the Carlyle circle and method used in quadratic equations in mathematics vintage line drawing or engraving illustration,Thomas Carlyle vintage illustration,Thomas; Carlyle; 1795; 1881; Scottish; philosopher; satirical; writer; essayist; historian; teacher; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49791_a_carnegie.eps,Andrew Carnegie 1835 to 1919 he was a Scottish to American industrialist and leading philanthropist in the United States and British Empire; vintage line drawing or engraving illustration,Andrew Carnegie vintage illustration,Andrew; Carnegie; 1835; 1919; Scottish;American; industrialist; leading; philanthropist; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49791_a_carnegie.jpg,Andrew Carnegie 1835 to 1919 he was a Scottish to American industrialist and leading philanthropist in the United States and British Empire; vintage line drawing or engraving illustration,Andrew Carnegie vintage illustration,Andrew; Carnegie; 1835; 1919; Scottish;American; industrialist; leading; philanthropist; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49792_g_cartier.eps,Sir Georges Etienne Cartier 1814 to 1873 he was a Canadian statesman premier of Canada East and father of confederation vintage line drawing or engraving illustration,Sir Georges Etienne Cartier vintage illustration,Sir; Georges; Etienne; Cartier; 1814; 1873; Canadian; statesman; premier; father; confederation; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49792_g_cartier.jpg,Sir Georges Etienne Cartier 1814 to 1873 he was a Canadian statesman premier of Canada East and father of confederation vintage line drawing or engraving illustration,Sir Georges Etienne Cartier vintage illustration,Sir; Georges; Etienne; Cartier; 1814; 1873; Canadian; statesman; premier; father; confederation; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49804_s_chase.eps,Salmon Portland Chase 1808 to 1873 he was an American politician sixth chief justice of the United States and governor of Ohio and United States secretary of the Treasury vintage line drawing or engraving illustration,Salmon Portland Chase vintage illustration,Salmon; Portland; Chase; 1808; 1873; American; politician; chief; justice; governor; Ohio; United; States; secretary; Treasury; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49804_s_chase.jpg,Salmon Portland Chase 1808 to 1873 he was an American politician sixth chief justice of the United States and governor of Ohio and United States secretary of the Treasury vintage line drawing or engraving illustration,Salmon Portland Chase vintage illustration,Salmon; Portland; Chase; 1808; 1873; American; politician; chief; justice; governor; Ohio; United; States; secretary; Treasury; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49805_g_chaucer.eps,Geoffrey Chaucer vintage illustration,Geoffrey Chaucer vintage illustration,Geoffrey; Chaucer; face; man; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49805_g_chaucer.jpg,Geoffrey Chaucer vintage illustration,Geoffrey Chaucer vintage illustration,Geoffrey; Chaucer; face; man; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49810_j_choate.eps,Joseph Hodges Choate 1832 to 1917 he was an American lawyer diplomat and United States Ambassador to the United Kingdom vintage line drawing or engraving illustration,Joseph Hodges Choate vintage illustration,Joseph; Hodges; Choate; 1832; 1917; American; lawyer; diplomat; United; States; Ambassador; United; Kingdom; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49810_j_choate.jpg,Joseph Hodges Choate 1832 to 1917 he was an American lawyer diplomat and United States Ambassador to the United Kingdom vintage line drawing or engraving illustration,Joseph Hodges Choate vintage illustration,Joseph; Hodges; Choate; 1832; 1917; American; lawyer; diplomat; United; States; Ambassador; United; Kingdom; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
49815_house.eps,Image shows the cottage. The house has wooden compound wall. There are huge green trees vintage line drawing or engraving illustration.,House vintage illustration. ,chinmney; wooden; compound; wall;vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49815_house.jpg,Image shows the cottage. The house has wooden compound wall. There are huge green trees vintage line drawing or engraving illustration.,House vintage illustration. ,chinmney; wooden; compound; wall;vintage; illustration; line; drawing; engraving; engraved; black; white; art ,Digital Imaging Studio,This image is copyrighted.,Canada
49816_g_cleveland.eps,Stephen Grover Cleveland 1837 to 1908 he was an American politician and lawyer 22nd and 24th president of the United States governor of New York vintage line drawing or engraving illustration,Stephen Grover Cleveland vintage illustration,Stephen; Grover; Cleveland; 1837; 1908; American; politician; lawyer; president; United; States; governor; New; York; vintage; illustration; line; drawing; engraving; engraved; black; white; art,Digital Imaging Studio,This image is copyrighted.,Canada
